show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres
s3711,Movie,London Hughes: To Catch a D*ck,Kristian Mercado,London Hughes,United States,22-Dec-20,2020,TV-MA,68,Stand-Up Comedy
s3712,TV Show,London Spy,Jakob Verbruggen,"Ben Whishaw, Jim Broadbent, Edward Holcroft, Samantha Spiro, Charlotte Rampling, Lorraine Ashbourne, David Hayman, Clarke Peters, Adrian Lester, Harriet Walter",United Kingdom,31-Mar-17,2015,TV-MA,1,"British TV Shows, Crime TV Shows, International TV Shows"
s3713,Movie,Long Shot,Jacob LaMendola,,United States,29-Sep-17,2017,TV-14,40,Documentaries
s3714,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",Canada,12-Nov-17,2017,TV-14,96,"Documentaries, International Movies, Music & Musicals"
s3715,TV Show,Longmire,,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Bailey Chase, Cassidy Freeman, Adam Bartley, Louanne Stephens",United States,17-Nov-17,2017,TV-MA,6,"Crime TV Shows, TV Dramas"
s3716,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,,,,01-Sep-19,2016,TV-Y,1,Kids' TV
s3717,Movie,Look for a Star,Andrew Lau Wai-Keung,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung",Hong Kong,01-Dec-18,2009,TV-14,117,"Comedies, International Movies, Romantic Movies"
s3718,Movie,"Look Out, Officer",Sze Yu Lau,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip",Hong Kong,16-Aug-18,1990,TV-14,88,"Action & Adventure, Comedies, International Movies"
s3719,Movie,Look Who's Back,David Wnendt,"Oliver Masucci, Fabian Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler, Thomas Thieme",Germany,09-Apr-16,2015,NR,116,"Comedies, International Movies"
s372,Movie,Alarmoty in the Land of Fire,,,Egypt,05-Aug-19,2017,TV-MA,94,"Comedies, International Movies"
s3720,Movie,Lorai: Play to Live,Parambrata Chatterjee,"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly",India,01-Sep-17,2015,TV-14,155,"Dramas, International Movies, Sports Movies"
s3721,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,20-Nov-19,2019,TV-G,28,"Documentaries, International Movies, Sports Movies"
s3722,TV Show,Los 10 años de Peter Capusotto,,"Diego Capusotto, Ivana Acosta",,29-Jun-18,2015,TV-MA,1,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s3723,Movie,Los Herederos,Jorge Hernandez Aldana,"Máximo Hollander, Sebastián Aguirre, Úrsula Pruneda, Rodrigo Mendoza, Germán Bracco, Tomás Manterola, Regina Soto, Diego Velázquez, Mónica Del Carmen, José Egüez, Pablo Cruz",Mexico,12-Aug-17,2015,TV-MA,71,"Dramas, International Movies"
s3724,Movie,Los Niños Héroes de Chapultepec,Ignacio López Escrivá,,,15-Dec-17,2017,TV-14,88,"Documentaries, International Movies"
s3725,TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,,Colombia,01-Aug-18,2012,TV-14,1,"Crime TV Shows, Docuseries, International TV Shows"
s3726,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,15-Sep-19,2019,TV-PG,64,"Documentaries, International Movies, Music & Musicals"
s3727,TV Show,Losers,,,,01-Mar-19,2019,TV-MA,1,Docuseries
s3728,Movie,Losing Sight of Shore,Sarah Moshman,,"United States, Australia, Samoa, United Kingdom",01-May-17,2017,TV-14,92,"Documentaries, Sports Movies"
s3729,TV Show,Lost & Found Music Studios,,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, DeShaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo",Canada,03-Dec-16,2016,TV-G,2,"Kids' TV, TV Comedies, TV Dramas"
s373,Movie,Alaska Is a Drag,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,31-Dec-20,2017,TV-MA,83,"Dramas, LGBTQ Movies"
s3730,Movie,Lost Bullet,Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Rod Paradot, Sébastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick Médioni",France,19-Jun-20,2020,TV-MA,93,"Action & Adventure, Dramas, International Movies"
s3731,TV Show,Lost Girl,,"Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins",Canada," April 17, 2016",2015,TV-14,5,"TV Dramas, TV Horror, TV Mysteries"
s3732,Movie,Lost Girls,Liz Garbus,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp",United States,13-Mar-20,2020,R,95,Dramas
s3733,Movie,Lost in London,Sunkanmi Adebayo,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin",Nigeria,21-Dec-19,2017,TV-PG,86,"Comedies, International Movies"
s3734,TV Show,Lost in Space,,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",United States,24-Dec-19,2019,TV-PG,2,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s3735,TV Show,LOST SONG,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,05-Oct-18,2018,TV-14,1,"Anime Series, International TV Shows"
s3736,Movie,Loudon Wainwright III: Surviving Twin,Christopher Guest,Loudon Wainwright III,,13-Nov-18,2018,TV-14,92,Music & Musicals
s3737,Movie,Louis C.K. 2017,Louis C.K.,Louis C.K.,United States,04-Apr-17,2017,,74,Movies
s3738,Movie,Louis C.K.: Hilarious,Louis C.K.,Louis C.K.,United States,16-Sep-16,2010,,84,Movies
s3739,Movie,Louis C.K.: Live at the Comedy Store,Louis C.K.,Louis C.K.,United States,15-Aug-16,2015,,66,Movies
s374,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",India,31-Dec-19,2019,TV-MA,85,"Dramas, Independent Movies, International Movies"
s3740,TV Show,Love,,"Gillian Jacobs, Paul Rust, Claudia O'Doherty",United States,09-Mar-18,2018,TV-MA,3,"Romantic TV Shows, TV Comedies, TV Dramas"
s3741,TV Show,Love @ Seventeen,,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou",Taiwan,21-Dec-18,2016,TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas"
s3742,TV Show,Love & Anarchy,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,04-Nov-20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3743,TV Show,Love 101,,"Pınar Deniz, Kubilay Aka, Mert Yazıcıoğlu, Alina Boz, Selahattin Paşalı, İpek Filiz Yazıcı, Kaan Urgancıoğlu, Müfit Kayacan, Bade İşçil, Tuba Ünsal",Turkey,24-Apr-20,2020,TV-MA,1,"International TV Shows, TV Dramas, Teen TV Shows"
s3744,Movie,Love Aaj Kal,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak",India,27-Apr-20,2020,TV-MA,140,"Dramas, International Movies, Romantic Movies"
s3745,TV Show,Love Alarm,,"Kim So-hyun, Jung Ga-ram, Song Kang, Ko Min-si, Z. Hera, Shin Seung-ho, Lee Jae-eung, Song Sun-mi",South Korea,22-Aug-19,2019,TV-MA,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3746,TV Show,Love and Fortune,,"Eri Tokunaga, Daichi Watanabe, Fuju Kamio, Sairi Ito, Mina Fujii, Mansaku Ikeuchi, Kinuo Yamada, Yuka Ogura, Enon Kawatani, Yui Imaizumi, Noriko Eguchi, Masanobu Ando, Kitaro",Japan,30-Nov-18,2018,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas"
s3747,TV Show,Love and Hong Kong,,"Eiko Koike, Ryo Yoshizawa, Fumika Baba, Moga Mogami, Tomo Yanagishita, Kaoru Nagata, Ryo Iwamatsu",Japan,20-Jan-18,2017,TV-PG,1,"International TV Shows, Romantic TV Shows, TV Dramas"
s3748,Movie,Love and Shukla,Jatla Siddartha,"Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane",India,01-Sep-18,2017,TV-MA,110,"Dramas, Independent Movies, International Movies"
s3749,TV Show,Love Around,,"George Hu, Annie Chen, Mandy Tao, Jack Lee, Tan Ai-Chen, Jian Chang, Wang Chuan",Taiwan,01-Nov-16,2013,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s375,Movie,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Jennifer Morrison, Debra Messing, Stephen Dorff, John Cleese, Liam McIntyre, Richard Kind, Avery Arendes, Castille Landon","United States, Bulgaria",01-Jul-17,2016,TV-PG,106,Children & Family Movies
s3750,Movie,Love Beats Rhymes,RZA,"Azealia Banks, Lucien Laviscount, Jill Scott, Common, Lorraine Toussaint, Hana Mae Lee, Jeremie Harris",United States,01-Mar-18,2016,R,106,"Dramas, Romantic Movies"
s3751,TV Show,Love Cheque Charge,,"George Hu, Phoebe Yuan, Hsieh Kun Da, Jay Shih, Smile Weng, Jet Chao, Jessie Chang",Taiwan,01-Oct-16,2014,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3752,TV Show,Love Cuisine,,"Lego Lee, Allison Lin, Duncan Chow, Nita Lei, Hank Wu, Calvin Lee, Fu Lei",Taiwan,01-Aug-16,2015,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3753,Movie,Love Dot Com: The Social Experiment,Charneice Fox,"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn",United States,17-Feb-20,2019,TV-MA,98,"Comedies, Romantic Movies"
s3754,TV Show,Love Family,,"Chris Wang, Serena Fang, Jack Lee, Amanda Chou, Yin Fu, Rabbit Yang, Meng-sheng Shen",Taiwan,01-Nov-16,2013,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3755,Movie,Love for Sale,Andibachtiar Yusuf,"Gading Marten, Della Dartyan, Rukman Rosadi, Albert Halim, Verdi Solaiman, Adriano Qalbi, Sabrina Rochelle Kalangie, Rizky Mocil",Indonesia,06-Oct-19,2018,TV-14,101,"Dramas, International Movies, Romantic Movies"
s3756,Movie,Love for Sale 2,Andibachtiar Yusuf,"Della Dartyan, Adipati Dolken, Ratna Riantiarno, Ariyo Wahab, Bastian Steel, Gading Marten, Putri Ayudya, Taskya Namya, Egi Fedly, Yayu Unru, Abdurrahman Arif",Indonesia,10-Feb-20,2019,TV-14,96,"Dramas, International Movies, Romantic Movies"
s3757,TV Show,Love for Ten: Generation of Youth,,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won",South Korea,17-Feb-17,2013,TV-14,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3758,Movie,Love In A Puff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Yat Ning Chan, Tat-Ming Cheung, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok",Hong Kong,01-Aug-18,2010,TV-MA,103,"Comedies, Dramas, International Movies"
s3759,Movie,Love Is a Story,Cristina Jacob,"Raluca Aprodu, Dragos Bucur, Ducu Darie",Romania,01-Jun-19,2015,TV-MA,105,"International Movies, Music & Musicals, Romantic Movies"
s376,Movie,Alejandro Riaño: Especial de stand up,,Alejandro Riaño,Colombia,10-Jan-18,2018,TV-MA,60,Stand-Up Comedy
s3760,Movie,Love Is Blind,"Andy Delaney, Monty Whitebloom","Shannon Tarbet, Aidan Turner, Benjamin Walker, Matthew Broderick, Chloë Sevigny, Mark Blum, Jason Fuchs, Kabby Borders",United States,12-May-20,2019,TV-MA,93,"Dramas, Independent Movies, Romantic Movies"
s3761,TV Show,Love Is in the Air,,"Murat Ünalmış, Birce Akalay, Selen Soyder, Erman Okay, Kanbolat Gorkem Arslan, Levent Yilmaz, Aysegül Günay, Selma Kutluğ, Ulvi Alacakaptan, İpek Erdem, Yilmaz Calayir, Isil Yücesoy",United Kingdom,01-Mar-17,2010,TV-14,1,"International TV Shows, TV Dramas"
s3762,Movie,Love Is War,Omoni Oboli,"Omoni Oboli, Richard Mofe-Damijo, Jide Kosoko, Akin Lewis, Bimbo Manuel, Shaffy Bello, Toke Makinwa, Femi Branch, Uzor Osimkpa",Nigeria,29-Apr-20,2019,TV-14,111,"Comedies, Dramas, International Movies"
s3763,Movie,Love Jacked,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn","Canada, South Africa",01-Feb-20,2018,PG-13,94,"Comedies, International Movies, Romantic Movies"
s3764,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,01-Nov-19,1997,R,109,"Comedies, Dramas, Independent Movies"
s3765,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,"Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper",Indonesia,15-Oct-20,2020,TV-14,87,"Dramas, International Movies, Romantic Movies"
s3766,TV Show,Love Me As I Am,,"Alper Saldıran, Zeynep Çamcı, Burcu Altın, Umut Kurt, Eda Ece, Ozan Osmanpaşaoğlu, Mert Turak, Burcu Biricik, Yusuf Akgün, Selen Uçer",Turkey,22-Feb-17,2015,TV-PG,3,"International TV Shows, Romantic TV Shows, TV Comedies"
s3767,TV Show,Love Me or Leave Me,,"Ann Hsu, Chris Wang, Alan Kuo, K'ang-i Lee, Albee Huang",Taiwan,01-Nov-16,2012,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3768,Movie,Love Ni Bhavai,Saandeep Patel,"Malhar Thakar, Pratik Gandhi, Aarohi Patel, Maulik Jagdish Nayak, Diana Raval, Roopa Divatia, Aarti Patel",India,01-May-18,2017,TV-14,163,"Comedies, International Movies, Romantic Movies"
s3769,TV Show,Love Now,,"Annie Chen, George Hu, Bobby Dou, Vivi Lee, Harry Chang, Esther Yang, Mandy Wei",Taiwan,01-Nov-16,2012,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s377,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,18-Aug-18,2018,TV-MA,102,"Documentaries, International Movies, Music & Musicals"
s3770,Movie,Love O2O,Tianyu Zhao,"Jing Boran, Angelababy, Yu Bai, Li Qin, Li Xian, Seven Tan, Janice Wu, Jayden Wang, Cheng Yi, Li Jiuxiao",China,01-Apr-19,2016,TV-14,103,"International Movies, Romantic Movies, Sci-Fi & Fantasy"
s3771,Movie,Love Off the Cuff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Paul Chun, Jiang Mengjie, Wang Xiao Chen, Siu Yam Yam, Kwok Cheung Tsang, Toby Lee, Dada Chan, Hugo Ng","China, Hong Kong",31-Jan-19,2017,TV-MA,120,"Comedies, Dramas, International Movies"
s3772,Movie,Love on Delivery,Stephen Chow,"Stephen Chow, Christy Chung, Ng Man-Tat",Hong Kong,16-Aug-18,1994,TV-14,93,"Action & Adventure, Comedies, International Movies"
s3773,TV Show,Love on the Spectrum,,Brooke Satchwell,Australia,22-Jul-20,2019,TV-14,1,"Docuseries, International TV Shows, Reality TV"
s3774,Movie,Love Per Square Foot,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak",India,14-Feb-18,2018,TV-14,133,"Comedies, International Movies, Romantic Movies"
s3775,TV Show,Love Rain,,"Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee",South Korea,01-May-18,2012,TV-PG,1,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s3776,TV Show,Love Rhythms - Accidental Daddy,,Udom Taephanit,,18-Jun-18,2016,TV-MA,1,"International TV Shows, TV Comedies, TV Dramas"
s3777,Movie,Love Shot,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron",United States,15-Jul-19,2018,TV-MA,77,"Dramas, Thrillers"
s3778,Movie,Love Station,Ahmad Samir Farag,"Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy",Egypt,25-Apr-19,2011,TV-14,97,"Comedies, International Movies, Romantic Movies"
s3779,TV Show,Love Storm,,"Chris Wu, Chen Yu, Greg Han, Esther Yeh, Yeh Chen-Ting, Deng Yu-kai",,01-Aug-17,2016,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s378,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli","Uruguay, Argentina",16-Apr-20,2019,TV-MA,88,"Comedies, Dramas, International Movies"
s3780,Movie,Love Wedding Repeat,Dean Craig,"Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa","United Kingdom, Italy",10-Apr-20,2020,TV-MA,101,"Comedies, International Movies, Romantic Movies"
s3781,Movie,Love You to the Stars and Back,Antoinette Jadaone,"Julia Barretto, Joshua Garcia, Carmina Villaroel, Cherry Pie Picache, Ariel Rivera, Maricar Reyes, Edgar Allan Guzman, Jelson Bay, Odette Khan",Philippines,17-Dec-20,2017,TV-14,111,"Comedies, International Movies, Romantic Movies"
s3782,Movie,Love You... Love You Not,Sridhar Jetty,"Chelsea Islan, Hamish Daud, Miller Khan, Kemal Pahlevi, R.R. Melati Pinaring, Fico Fachriza, Reynold Hamzah, Rizka Dwi Septiana, Arkanda Saezario Wicaksono",Indonesia,05-Jan-19,2015,TV-14,115,"Comedies, International Movies, Romantic Movies"
s3783,TV Show,Love Your Garden,,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,26-Jul-19,2013,TV-G,1,"British TV Shows, International TV Shows, Reality TV"
s3784,TV Show,"Love, Chunibyo & Other Delusions!",,"Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma",Japan,01-Nov-19,2014,TV-PG,2,"Anime Series, Romantic TV Shows, Teen TV Shows"
s3785,TV Show,"Love, Death & Robots",,"Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",United States,15-Mar-19,2019,TV-MA,1,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy"
s3786,Movie,"Love, Guaranteed",Mark Steven Johnson,"Rachael Leigh Cook, Damon Wayans Jr., Heather Graham, Caitlin Howden, Brendan Taylor, Sebastian Billingsley-Rodriguez, Sean Amsing, Lisa Durupt, Alvin Sanders, Jed Rees, Kandyse McClure",United States,03-Sep-20,2020,TV-PG,91,"Comedies, Independent Movies, Romantic Movies"
s3787,Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom",20-Nov-19,2014,R,103,"Comedies, International Movies, Romantic Movies"
s3788,Movie,"Love, Surreal and Odd",Yılmaz Erdoğan,"Aylin Kontante, Bülent Emrah Parlak, Büşra Pekin, Çağlar Çorumlu, Fatih Artman, Gupse Özay, Serkan Keskin, Şebnem Bozoklu",Turkey,18-Oct-19,2017,TV-14,95,"Comedies, International Movies, Romantic Movies"
s3789,Movie,Love.com,Anita Barbosa,"Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, João Côrtes, César Cardadeiro",Brazil,01-Jun-17,2017,TV-MA,92,"Comedies, International Movies, Romantic Movies"
s379,Movie,Alex Fernández: The Best Comedian in the World,Alex Díaz,Alex Fernández,Mexico,23-Jan-20,2020,TV-MA,51,Stand-Up Comedy
s3790,TV Show,Lovesick,,"Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin",,03-Sep-18,2014,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas"
s3791,Movie,Lovesong,So Yong Kim,"Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff",United States,15-May-17,2016,TV-MA,84,"Dramas, Independent Movies, Romantic Movies"
s3792,TV Show,Lovestruck in the City,,"Ji Chang-wook, Kim Ji-won, Kim Min-seok, Han Ji-eun, Ryu Gyeong-soo, So Joo-yeon",South Korea,22-Dec-20,2020,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies"
s3793,Movie,LoveTrue,Alma Har'el,,United States,07-May-17,2016,TV-MA,82,Documentaries
s3794,Movie,Loving,Jeff Nichols,"Joel Edgerton, Ruth Negga, Marton Csokas, Nick Kroll, Michael Shannon, Terri Abney, Alano Miller, Jon Bass, Bill Camp, David Jensen","United Kingdom, United States",16-Nov-20,2016,PG-13,124,"Dramas, Romantic Movies"
s3795,Movie,Loving Annabelle,Katherine Brooks,"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan",United States,01-Jul-18,2006,TV-MA,77,"Dramas, Independent Movies, LGBTQ Movies"
s3796,Movie,Loving is Losing,Fernando Ayllón,"Ricardo Quevedo, Liss Pereira, Iván Marín, Lorna Cepeda, Carolina Sarmiento, Linda Baldrich, Joavany Álvarez, María Cecilia Botero, Rocío Tavera, Bruno Díaz",Colombia,26-Apr-19,2019,TV-MA,91,"Comedies, International Movies, Romantic Movies"
s3797,Movie,Loving You,Johnnie To,"Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-wai Lee, Ruby Wong",Hong Kong,16-Aug-18,1995,TV-14,79,"Dramas, International Movies"
s3798,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,"Anshuman Jha, Rajkummar Rao, Amit Sial, Arya Banerjee, Neha Chauhan, Atul Mongia, Shruti, Herry Tangdi",India,16-May-19,2010,TV-MA,112,"Dramas, Independent Movies, International Movies"
s3799,Movie,Lu Over the Wall,Masaaki Yuasa,"Kanon Tani, Shota Shimoda, Shinichi Shinohara, Akira Emoto, Soma Saito, Minako Kotobuki, Daigo, Nobu",Japan,18-Mar-20,2017,PG,113,"Anime Features, Music & Musicals, Sci-Fi & Fantasy"
s38,Movie,#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Calin, Vlad Logigan, Levent Sali, Silvia Busuioc, Mihaela Mihut",Romania,01-Jun-19,2016,TV-MA,119,"Comedies, Dramas, International Movies"
s380,Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,08-Jun-18,2018,TV-MA,100,"Comedies, Dramas, Independent Movies"
s3800,Movie,Lucas Brothers: On Drugs,Jay Chapman,"Keith Lucas, Kenny Lucas",United States,18-Apr-17,2017,TV-MA,50,Stand-Up Comedy
s3801,Movie,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,"Luccas Neto, Giovanna Alparone, Jéssica Diehl, Vivian Duarte",Brazil,04-May-20,2020,TV-G,81,"Children & Family Movies, Comedies, Music & Musicals"
s3802,Movie,Luccas Neto in: Children's Day,Lucas Margutti,"Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl",,01-Jan-20,2019,TV-G,81,"Children & Family Movies, Comedies, Music & Musicals"
s3803,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,"Luccas Neto, Gi Alparone, Jéssica Diehl, Roni Fischer, Karol Alves, João Pessanha",Brazil,05-Nov-19,2019,TV-G,87,"Children & Family Movies, Comedies, Music & Musicals"
s3804,Movie,Luccas Neto in: The End of Christmas,Lucas Margutti,"Luccas Neto, Giovanna Alparone, Cleber Salgado, Bruno Bebianno, Lucas Margutti, Vivian Duarte",Brazil,03-Mar-20,2019,TV-Y,71,"Children & Family Movies, Comedies, Music & Musicals"
s3805,Movie,Lucha: Playing the Impossible,Ana Quiroga,Luciana Aymar,Argentina,15-Jul-18,2016,TV-PG,98,"Documentaries, International Movies, Sports Movies"
s3806,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,06-Jul-18,2018,TV-14,66,Stand-Up Comedy
